feature,route,page,page_file,screen_level,archetype,body_grade,official_density_score,visual_density_risk_score,visual_density_priority,tokenized_fixed_height_refs,tokenized_gap_refs,spacer_refs,manual_content_refs,bottom_inset_refs,root_top_chrome_refs,detail_top_chrome_refs,scroll_refs,grid_or_wrap_refs,root_causes,recommendation,source_files,unresolved_source_files
earn,AppRoutePaths.earnSavingsRecommendations,SavingsRecommendationsPage,flutter_app/lib/features/earn/presentation/pages/savings_recommendations_page.dart,L2_detail,detail,A,0,61,P0_CRITICAL_DENSITY_REVIEW,0,25,0,0,5,0,1,3,3,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/earn/presentation/pages/savings_recommendations_page.dart;flutter_app/lib/features/earn/presentation/pages/savings_recommendations_page_part_01.dart;flutter_app/lib/features/earn/presentation/pages/savings_recommendations_page_part_02.dart;flutter_app/lib/features/earn/presentation/pages/savings_recommendations_page_part_03.dart;flutter_app/lib/features/earn/presentation/widgets/earn_custody_risk_banner.dart,
trade,AppRoutePaths.tradeOrderReceipt,OrderReceiptPage,flutter_app/lib/features/trade/presentation/pages/order_receipt_page.dart,L3_transactionFlow,detail,A,0,61,P0_CRITICAL_DENSITY_REVIEW,0,4,0,0,25,0,3,4,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/order_receipt_page.dart;flutter_app/lib/features/trade/presentation/widgets/order_receipt_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/order_receipt_page_sections.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
arena,AppRoutePaths.arenaStudioSmartRules,ArenaSmartRuleBuilderPage,flutter_app/lib/features/arena/presentation/pages/arena_smart_rule_builder_page.dart,L2_detail,detail,A,3,60,P0_CRITICAL_DENSITY_REVIEW,0,28,0,0,0,0,1,4,8,very_high_vertical_gap_accumulation;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/arena/presentation/pages/arena_smart_rule_builder_page.dart;flutter_app/lib/features/arena/presentation/pages/arena_smart_rule_builder_page_part_03.dart;flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_stepper_title.dart;flutter_app/lib/features/arena/presentation/widgets/arena_smart_rule_builder_page_part_01.dart;flutter_app/lib/features/arena/presentation/widgets/arena_smart_rule_builder_page_part_02.dart;flutter_app/lib/features/arena/presentation/widgets/arena_viewport_padding.dart,
trade,AppRoutePaths.tradeCopyComplaintsHandling,ComplaintsHandlingPage,flutter_app/lib/features/trade/presentation/pages/complaints_handling_page.dart,L2_detail,detail,A,0,60,P0_CRITICAL_DENSITY_REVIEW,0,6,0,0,23,0,2,3,2,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/complaints_handling_page.dart;flutter_app/lib/features/trade/presentation/widgets/complaints_handling_overview_complaints.dart;flutter_app/lib/features/trade/presentation/widgets/complaints_handling_overview_header_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/complaints_handling_process_common.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,'/trade/copy-audit-log/:copyId',CopyAuditLogPage,flutter_app/lib/features/trade/presentation/pages/copy_audit_log_page.dart,L2_entityDetail,detail,A,0,60,P0_CRITICAL_DENSITY_REVIEW,0,6,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/copy_audit_log_page.dart;flutter_app/lib/features/trade/presentation/widgets/copy_audit_log_controls.dart;flutter_app/lib/features/trade/presentation/widgets/copy_audit_log_events.dart;flutter_app/lib/features/trade/presentation/widgets/copy_audit_log_summary.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,AppRoutePaths.tradeCopyNotifications,CopyNotificationsPage,flutter_app/lib/features/trade/presentation/pages/copy_notifications_page.dart,L1_utilityHub,detail,A,0,60,P0_CRITICAL_DENSITY_REVIEW,0,6,0,0,23,0,2,4,1,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/copy_notifications_page.dart;flutter_app/lib/features/trade/presentation/widgets/copy_notifications_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/copy_notifications_page_sections.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,'/trade/copy-provider/:providerId',CopyProviderDetailPage,flutter_app/lib/features/trade/presentation/pages/copy_provider_detail_page.dart,L2_entityDetail,detail,A,0,60,P0_CRITICAL_DENSITY_REVIEW,0,6,0,0,23,0,2,3,1,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/copy_provider_detail_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,AppRoutePaths.tradeCopyComparison,ProviderComparisonPage,flutter_app/lib/features/trade/presentation/pages/provider_comparison_page.dart,L2_detail,detail,A,0,60,P0_CRITICAL_DENSITY_REVIEW,0,6,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/provider_comparison_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,AppRoutePaths.tradeCopyRiyCalculator,RIYCalculatorPage,flutter_app/lib/features/trade/presentation/pages/riy_calculator_page.dart,L2_detail,detail,A,0,60,P0_CRITICAL_DENSITY_REVIEW,0,6,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/riy_calculator_page.dart;flutter_app/lib/features/trade/presentation/widgets/riy_calculator_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/riy_calculator_page_sections.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,AppRoutePaths.tradeAdvancedTools,AdvancedToolsDemoPage,flutter_app/lib/features/trade/presentation/pages/advanced_tools_demo_page.dart,L2_detail,detail,A,0,59,P1_HIGH_DENSITY_REVIEW,0,4,0,0,24,0,3,5,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/advanced_tools_demo_page.dart;flutter_app/lib/features/trade/presentation/widgets/advanced_tools_common.dart;flutter_app/lib/features/trade/presentation/widgets/advanced_tools_overview.dart;flutter_app/lib/features/trade/presentation/widgets/advanced_tools_tabs_sheets.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,AppRoutePaths.tradeCopyBestExecutionReports,BestExecutionReportsPage,flutter_app/lib/features/trade/presentation/pages/best_execution_reports_page.dart,L2_utilityDetail,detail,A,0,58,P1_HIGH_DENSITY_REVIEW,0,5,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/best_execution_reports_page.dart;flutter_app/lib/features/trade/presentation/widgets/best_execution_archive_common.dart;flutter_app/lib/features/trade/presentation/widgets/best_execution_current.dart;flutter_app/lib/features/trade/presentation/widgets/best_execution_overview.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,AppRoutePaths.tradeBotFaq,BotFaqPage,flutter_app/lib/features/trade/presentation/pages/bot_faq_page.dart,L2_utilityDetail,detail,A,0,58,P1_HIGH_DENSITY_REVIEW,0,5,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/bot_faq_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_faq_cards_help.dart;flutter_app/lib/features/trade/presentation/widgets/bot_faq_search_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,AppRoutePaths.tradeBotStrategyCompare,BotStrategyComparePage,flutter_app/lib/features/trade/presentation/pages/bot_strategy_compare_page.dart,L2_detail,detail,A,0,58,P1_HIGH_DENSITY_REVIEW,0,5,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/bot_strategy_compare_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_strategy_compare_metrics.dart;flutter_app/lib/features/trade/presentation/widgets/bot_strategy_compare_painters.dart;flutter_app/lib/features/trade/presentation/widgets/bot_strategy_compare_recommendations_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_strategy_compare_selection.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,AppRoutePaths.tradeCopyClientMoneyProtection,ClientMoneyProtectionPage,flutter_app/lib/features/trade/presentation/pages/client_money_protection_page.dart,L2_detail,detail,A,0,58,P1_HIGH_DENSITY_REVIEW,0,5,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/client_money_protection_page.dart;flutter_app/lib/features/trade/presentation/widgets/client_money_protection_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/client_money_protection_page_sections.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,AppRoutePaths.tradeCopyComplaintSubmission,ComplaintSubmissionPage,flutter_app/lib/features/trade/presentation/pages/complaint_submission_page.dart,L2_detail,detail,A,0,58,P1_HIGH_DENSITY_REVIEW,0,5,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/complaint_submission_page.dart;flutter_app/lib/features/trade/presentation/widgets/complaint_submission_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/complaint_submission_page_sections.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,AppRoutePaths.tradeCopyDisputeResolution,DisputeResolutionPage,flutter_app/lib/features/trade/presentation/pages/dispute_resolution_page.dart,L2_detail,detail,A,0,58,P1_HIGH_DENSITY_REVIEW,0,5,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/dispute_resolution_page.dart;flutter_app/lib/features/trade/presentation/widgets/dispute_resolution_cases.dart;flutter_app/lib/features/trade/presentation/widgets/dispute_resolution_common.dart;flutter_app/lib/features/trade/presentation/widgets/dispute_resolution_form.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,AppRoutePaths.tradeCopyRegulatoryDisclosures,RegulatoryDisclosuresPage,flutter_app/lib/features/trade/presentation/pages/regulatory_disclosures_page.dart,L2_detail,detail,A,0,58,P1_HIGH_DENSITY_REVIEW,0,5,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/regulatory_disclosures_page.dart;flutter_app/lib/features/trade/presentation/widgets/regulatory_disclosures_actions.dart;flutter_app/lib/features/trade/presentation/widgets/regulatory_disclosures_cards.dart;flutter_app/lib/features/trade/presentation/widgets/regulatory_disclosures_common.dart;flutter_app/lib/features/trade/presentation/widgets/regulatory_disclosures_hero_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/regulatory_disclosures_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,AppRoutePaths.tradeBotBacktesting,BotBacktestingPage,flutter_app/lib/features/trade/presentation/pages/bot_backtesting_page.dart,L2_detail,detail,A,0,57,P1_HIGH_DENSITY_REVIEW,0,2,0,0,25,0,3,4,2,bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/trade/presentation/pages/bot_backtesting_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_backtesting_widgets.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,AppRoutePaths.tradeBotEmergencyStop,BotEmergencyStopPage,flutter_app/lib/features/trade/presentation/pages/bot_emergency_stop_page.dart,L2_detail,detail,A,0,57,P1_HIGH_DENSITY_REVIEW,0,2,0,0,25,0,3,4,0,bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/trade/presentation/pages/bot_emergency_stop_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_emergency_stop_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_emergency_stop_page_sections.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,'/trade/copy-provider/:providerId/configuration',CopyConfigurationPage,flutter_app/lib/features/trade/presentation/pages/copy_configuration_page.dart,L3_transactionFlow,detail,A,0,57,P1_HIGH_DENSITY_REVIEW,0,2,0,0,25,0,3,4,0,bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/trade/presentation/pages/copy_configuration_page.dart;flutter_app/lib/features/trade/presentation/widgets/copy_configuration_provider_capital_mode.dart;flutter_app/lib/features/trade/presentation/widgets/copy_configuration_risk_summary.dart;flutter_app/lib/features/trade/presentation/widgets/copy_configuration_validation_common.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,AppRoutePaths.tradeCopyKidGenerator,KIDGeneratorPage,flutter_app/lib/features/trade/presentation/pages/kid_generator_page.dart,L2_detail,detail,A,0,57,P1_HIGH_DENSITY_REVIEW,1,3,0,0,23,0,2,3,0,bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/trade/presentation/pages/kid_generator_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,AppRoutePaths.tradeMarginMarketDataAnalytics,MarketDataAnalyticsPage,flutter_app/lib/features/trade/presentation/pages/market_data_analytics_page.dart,L2_utilityDetail,detail,A,0,57,P1_HIGH_DENSITY_REVIEW,0,2,0,0,25,0,3,4,0,bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/trade/presentation/pages/market_data_analytics_page.dart;flutter_app/lib/features/trade/presentation/pages/market_data_analytics_page_part_01.dart;flutter_app/lib/features/trade/presentation/pages/market_data_analytics_page_part_02.dart;flutter_app/lib/features/trade/presentation/pages/market_data_analytics_page_part_03.dart;flutter_app/lib/features/trade/presentation/pages/market_data_analytics_page_part_04.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,AppRoutePaths.tradeRiskManagement,RiskManagementDemoPage,flutter_app/lib/features/trade/presentation/pages/risk_management_demo_page.dart,L2_utilityDetail,detail,A,0,57,P1_HIGH_DENSITY_REVIEW,0,3,0,0,24,0,3,4,0,bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/trade/presentation/pages/risk_management_demo_page.dart;flutter_app/lib/features/trade/presentation/widgets/risk_management_common.dart;flutter_app/lib/features/trade/presentation/widgets/risk_management_overview.dart;flutter_app/lib/features/trade/presentation/widgets/risk_management_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,AppRoutePaths.tradeBotGuide,BotGuidePage,flutter_app/lib/features/trade/presentation/pages/bot_guide_page.dart,L2_utilityDetail,detail,A,0,56,P1_HIGH_DENSITY_REVIEW,0,4,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/bot_guide_page.dart;flutter_app/lib/features/trade/presentation/widgets/bot_guide_blocks.dart;flutter_app/lib/features/trade/presentation/widgets/bot_guide_common.dart;flutter_app/lib/features/trade/presentation/widgets/bot_guide_intro_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/bot_guide_practices_videos.dart;flutter_app/lib/features/trade/presentation/widgets/bot_guide_strategies.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,AppRoutePaths.tradeCopyClientCategorization,ClientCategorizationPage,flutter_app/lib/features/trade/presentation/pages/client_categorization_page.dart,L2_detail,detail,A,0,56,P1_HIGH_DENSITY_REVIEW,0,4,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/client_categorization_page.dart;flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_01.dart;flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_02.dart;flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_03.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,AppRoutePaths.tradeCopyClientOptUpRequest,ClientOptUpRequestPage,flutter_app/lib/features/trade/presentation/pages/client_categorization_page.dart,L2_detail,detail,A,0,56,P1_HIGH_DENSITY_REVIEW,0,4,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/client_categorization_page.dart;flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_01.dart;flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_02.dart;flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_03.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,AppRoutePaths.tradeCopyExAnteCosts,ExAnteCostsPage,flutter_app/lib/features/trade/presentation/pages/ex_ante_costs_page.dart,L2_detail,detail,A,0,56,P1_HIGH_DENSITY_REVIEW,0,4,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/ex_ante_costs_page.dart;flutter_app/lib/features/trade/presentation/widgets/ex_ante_costs_common.dart;flutter_app/lib/features/trade/presentation/widgets/ex_ante_costs_overview.dart;flutter_app/lib/features/trade/presentation/widgets/ex_ante_costs_scenarios_actions.dart;flutter_app/lib/features/trade/presentation/widgets/ex_ante_costs_summary_breakdown.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,AppRoutePaths.tradeCopyExPostCostsReport,ExPostCostsReportPage,flutter_app/lib/features/trade/presentation/pages/ex_post_costs_report_page.dart,L2_detail,detail,A,0,56,P1_HIGH_DENSITY_REVIEW,0,4,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/ex_post_costs_report_page.dart;flutter_app/lib/features/trade/presentation/widgets/ex_post_costs_report_summary.dart;flutter_app/lib/features/trade/presentation/widgets/ex_post_costs_report_variance_common.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,'/trade/:pairId/futures/leverage',LeveragePage,flutter_app/lib/features/trade/presentation/pages/leverage_page.dart,L2_entityDetail,detail,A,0,56,P1_HIGH_DENSITY_REVIEW,0,4,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/leverage_page.dart;flutter_app/lib/features/trade/presentation/widgets/leverage_controls_presets.dart;flutter_app/lib/features/trade/presentation/widgets/leverage_header_hero_risk.dart;flutter_app/lib/features/trade/presentation/widgets/leverage_impact_confirm.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,'/trade/copy-performance/:copyId/attribution',PerformanceAttributionPage,flutter_app/lib/features/trade/presentation/pages/performance_attribution_page.dart,L2_entityDetail,detail,A,0,56,P1_HIGH_DENSITY_REVIEW,0,4,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/performance_attribution_page.dart;flutter_app/lib/features/trade/presentation/widgets/performance_attribution_common.dart;flutter_app/lib/features/trade/presentation/widgets/performance_attribution_painters.dart;flutter_app/lib/features/trade/presentation/widgets/performance_attribution_summary_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/performance_attribution_tabs.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,AppRoutePaths.tradePositions,PositionDashboardPage,flutter_app/lib/features/trade/presentation/pages/position_dashboard_page.dart,L3_transactionFlow,detail,A,0,56,P1_HIGH_DENSITY_REVIEW,0,4,0,0,23,0,2,3,1,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/position_dashboard_page.dart;flutter_app/lib/features/trade/presentation/widgets/position_dashboard_page_common.dart;flutter_app/lib/features/trade/presentation/widgets/position_dashboard_page_sections.dart;flutter_app/lib/features/trade/presentation/widgets/trade_body_review_widgets.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,
trade,AppRoutePaths.tradeCopyLeaderboard,ProviderLeaderboardPage,flutter_app/lib/features/trade/presentation/pages/provider_leaderboard_page.dart,L2_detail,detail,A,0,56,P1_HIGH_DENSITY_REVIEW,0,4,0,0,23,0,2,3,1,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/provider_leaderboard_page.dart;flutter_app/lib/features/trade/presentation/widgets/provider_leaderboard_cards.dart;flutter_app/lib/features/trade/presentation/widgets/provider_leaderboard_controls.dart;flutter_app/lib/features/trade/presentation/widgets/provider_leaderboard_disclaimer.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,'${AppRoutePaths.tradeCopyTargetMarketDefinition}/:productId',TargetMarketDefinitionPage,flutter_app/lib/features/trade/presentation/pages/target_market_definition_page.dart,L2_entityDetail,detail,A,0,56,P1_HIGH_DENSITY_REVIEW,0,4,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/target_market_definition_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
trade,AppRoutePaths.tradeCopyTargetMarketDefinition,TargetMarketDefinitionPage,flutter_app/lib/features/trade/presentation/pages/target_market_definition_page.dart,L2_detail,detail,A,0,56,P1_HIGH_DENSITY_REVIEW,0,4,0,0,23,0,2,3,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/trade/presentation/pages/target_market_definition_page.dart;flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart;flutter_app/lib/features/trade/presentation/widgets/vit_trade_compliance_section.dart,
