feature,file,line,fixed_kind,fixed_token,center_align,status,notes
trade,flutter_app/lib/features/trade/presentation/widgets/trade_history_export_selectors_includes.dart,177,height,VitDensity.compact.controlHeight,default-start,fail,missing_content_align_center
trade,flutter_app/lib/features/trade/presentation/widgets/transaction_reporting_actions.dart,67,height,AppSpacing.buttonHero,default-start,fail,missing_content_align_center
trade,flutter_app/lib/features/trade/presentation/widgets/transaction_reporting_filters.dart,81,height,AppSpacing.x7 + AppSpacing.x2,default-start,fail,missing_content_align_center
trade,flutter_app/lib/features/trade/presentation/widgets/transaction_reporting_reports.dart,86,height,AppSpacing.searchBarCompactHeight,default-start,fail,missing_content_align_center
trade,flutter_app/lib/features/trade/presentation/widgets/transaction_reporting_stats.dart,137,height,AppSpacing.buttonHero + AppSpacing.x2,default-start,fail,missing_content_align_center
trade,flutter_app/lib/features/trade/presentation/widgets/transaction_reporting_stats.dart,182,height,AppSpacing.iconLg,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/asset_detail_page_common.dart,61,height,AppSpacing.walletAssetTransactionIcon,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/asset_detail_page_sections.dart,140,height,AppSpacing.walletAssetStatHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/deposit_page_sections.dart,19,height,_depositSelectorHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/network_status_cards_stats.dart,60,height,_networkActionIconBoxSize,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/network_status_cards_stats.dart,188,height,_networkStatHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/network_status_cards_stats.dart,264,height,_networkAvailabilityHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/network_status_legend_common.dart,87,height,_networkLogoSize,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/network_status_summary.dart,35,height,_networkSummaryIconSize,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/network_status_summary.dart,177,height,_networkSummaryStatHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/pending_deposits_page_common.dart,16,minHeight,AppSpacing.walletPendingNoticeMinHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/pending_deposits_page_sections.dart,47,minHeight,AppSpacing.walletPendingSummaryHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/portfolio_analytics_metrics_assets.dart,193,height,AppSpacing.walletAnalyticsAssetAvatar,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/transaction_detail_page_sections.dart,316,height,AppSpacing.walletTransactionExplorerHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/transaction_history_page_sections.dart,119,minHeight,AppSpacing.walletHistoryItemMinHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/transaction_history_page_sections.dart,168,height,AppSpacing.buttonCompact,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/transaction_history_page_sections.dart,183,height,AppSpacing.buttonCompact,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_address_add_agreement.dart,36,height,AppSpacing.buttonCompact,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_address_add_agreement.dart,145,height,AppSpacing.walletAddressAddAgreementBox,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_address_book_list.dart,143,height,AppSpacing.buttonCompact,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_buy_crypto_input_sections.dart,162,minHeight,AppSpacing.walletBuyAmountCardMinHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_buy_crypto_input_sections.dart,303,height,AppSpacing.walletBuySelectorHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_buy_crypto_payment_sections.dart,72,height,AppSpacing.walletBuyPaymentLogoSize,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_dust_converter_assets.dart,108,height,size,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_dust_converter_hero.dart,31,height,_dustHeroIconBox,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_gas_optimizer_tips.dart,46,height,32,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_gas_optimizer_trends.dart,48,height,height,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_health_score_cards.dart,137,height,VitDensity.compact.controlHeight * 3.2,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_health_score_cards.dart,226,height,VitDensity.compact.controlHeight * 3,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_health_score_cards.dart,414,height,36,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_health_score_cards.dart,473,height,32,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_health_score_cards.dart,597,height,_healthLegendSwatchHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_manager_activity_tab.dart,47,height,AppSpacing.walletManagerActivityRowHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_manager_common.dart,199,minHeight,AppSpacing.walletManagerSecurityMinHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_manager_distribution_chart.dart,19,height,AppSpacing.walletManagerDistributionHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_manager_groups_tab.dart,37,height,AppSpacing.walletManagerGroupCreateHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_manager_groups_tab.dart,158,height,AppSpacing.walletManagerGroupWalletRowHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_token_active_approvals_tab.dart,70,height,AppSpacing.walletTokenHeroIcon,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_token_approval_cards.dart,122,height,AppSpacing.walletTokenCategoryIcon,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_transfer_asset_amount.dart,125,minHeight,AppSpacing.inputHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_transfer_wallet_cards.dart,135,height,_transferIconBox,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/withdraw_form_sections.dart,29,height,AppSpacing.inputHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/withdraw_form_sections.dart,78,height,AppSpacing.inputHeight,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/withdraw_limits_page_common.dart,35,minHeight,AppSpacing.inputHeight + AppSpacing.x5,default-start,fail,missing_content_align_center
wallet,flutter_app/lib/features/wallet/presentation/widgets/withdraw_limits_page_common.dart,47,height,_limitsIconBox,default-start,fail,missing_content_align_center
shared,flutter_app/lib/shared/widgets/vit_compact_product_card.dart,30,height,AppSpacing.homeRecentProductHeight,center,pass,-
shared,flutter_app/lib/shared/widgets/vit_market_ticker.dart,60,minHeight,AppSpacing.homeMarketTickerCardMinHeight,center,pass,-
