module,file,constant_name,value,core_token
profile,flutter_app/lib/app/theme/spacing/profile_spacing_tokens.dart,profileSubAccountEmailGap,13,AppSpacing.x4
profile,flutter_app/lib/app/theme/spacing/profile_spacing_tokens.dart,settingsCurrencyIcon,21,AppSpacing.x5
profile,flutter_app/lib/app/theme/spacing/profile_spacing_tokens.dart,settingsSectionTitleGap,8,AppSpacing.x3
support,flutter_app/lib/app/theme/spacing/support_spacing_tokens.dart,supportArticleIcon,21,AppSpacing.x5
support,flutter_app/lib/app/theme/spacing/support_spacing_tokens.dart,supportContextIconBox,34,AppSpacing.x6
support,flutter_app/lib/app/theme/spacing/support_spacing_tokens.dart,supportFilterChipHeight,34,AppSpacing.x6
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeBotAttributionProgressHeight,8,AppSpacing.x3
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeBotCardIcon,21,AppSpacing.x5
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeBotClientCurrentIcon,21,AppSpacing.x5
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeBotDisputeFileTopGap,13,AppSpacing.x4
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeBotInlineIconGap,8,AppSpacing.x3
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeBotMetricGap,5,AppSpacing.x2
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeBotProgressHeight,8,AppSpacing.x3
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeBotSelectionDotInner,8,AppSpacing.x3
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeBotSmallGap,8,AppSpacing.x3
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeBotTinyGap,5,AppSpacing.x2
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeDataTabsHeight,34,AppSpacing.x6
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeHistoryFilterHeight,34,AppSpacing.x6
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeReceiptHeroIcon,34,AppSpacing.x6
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeReceiptSectionGap,13,AppSpacing.x4
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeToolInlineGap,8,AppSpacing.x3
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeToolProgressHeight,8,AppSpacing.x3
trade,flutter_app/lib/app/theme/spacing/trade_spacing_tokens.dart,tradeToolTinyGap,5,AppSpacing.x2
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletAddressAddAddressSectionGap,34,AppSpacing.x6
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletAddressAddAssetChipHeight,34,AppSpacing.x6
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletAddressAddHintGap,5,AppSpacing.x2
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletAddressAddNetworkRunSpacing,8,AppSpacing.x3
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletAddressAddSheetTitleGap,8,AppSpacing.x3
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletAddressAddSuccessMessageGap,8,AppSpacing.x3
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletAddressPrimaryGap,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletAddressStatsGap,8,AppSpacing.x3
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletAllocationChartInset,8,AppSpacing.x3
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletAllocationLegendGap,8,AppSpacing.x3
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletAnalyticsAssetBottomGap,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletAnalyticsPageTopPadding,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletAnalyticsReturnPillIcon,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletBuyAmountLabelGap,21,AppSpacing.x5
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletBuyPaymentMetaGap,5,AppSpacing.x2
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletBuyPaymentPopularGap,8,AppSpacing.x3
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletDepositQrShadowOffsetY,8,AppSpacing.x3
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletDustAssetCheckboxGap,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletDustHeroHeaderGap,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletDustSelectAllHeight,34,AppSpacing.x6
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletDustTokenLogo,34,AppSpacing.x6
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletGasPageTopPadding,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletGasSavingIcon,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletHealthActionHeight,34,AppSpacing.x6
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletHistoryExportIconGap,5,AppSpacing.x2
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletHistoryFilterTextPadX,5,AppSpacing.x2
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletHistoryStatusBadgePadV,3,AppSpacing.x1
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletHistoryTextSpacing,5,AppSpacing.x2
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletManagerGroupMetaGap,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletManagerWalletFavoriteIcon,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletManagerWalletTrendIcon,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletNetworkProgressHeight,5,AppSpacing.x2
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletPendingNoticeMinHeight,34,AppSpacing.x6
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletPendingRefreshButton,34,AppSpacing.x6
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletTokenApprovalActionGap,8,AppSpacing.x3
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletTokenHeaderWrapSpacing,8,AppSpacing.x3
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletTokenHeroGap,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletTokenMetricValueGap,8,AppSpacing.x3
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletTokenTitleGap,8,AppSpacing.x3
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletTokenVerifiedIcon,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletTransactionDetailsPadVertical,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletTransactionExplorerLabelGap,8,AppSpacing.x3
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletTransactionProgressDotSize,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletTransactionSummaryBadgeHeight,34,AppSpacing.x6
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletTransactionSummaryBadgePadH,13,AppSpacing.x4
wallet,flutter_app/lib/app/theme/spacing/wallet_spacing_tokens.dart,walletTransactionSummarySectionVPad,21,AppSpacing.x5
